Zip,HOMEM,LA/RO,FORD,BUICK,CHEVR,DODGE,PORSC,INTER,ME/BE,JEEP,GMC,BMW,POLAR,KAWAS,HA/DA,VOLKS,CHRYS,VOLVO,LINCO,CADIL,NISSA,YAMAH,HONDA,TOYOT,AUDI,SUBAR,CA/ON,TESLA,MAZDA,FREIG,MITSU,LEXUS,HYUND,KIA,RAM,INFIN,ACURA,Median Income Per Person
11370,2,59,1314,38,510,156,36,50,463,439,114,354,3,25,39,247,67,53,62,91,875,68,1456,1759,136,277,0,158,246,33,87,285,343,174,69,88,256,71618.0
11050,16,292,1603,134,1016,257,321,52,1258,1607,392,1149,6,28,73,503,104,547,117,226,1010,71,2320,2289,833,1262,7,478,587,31,72,739,579,253,249,196,663,152020.0
10514,2,154,410,38,275,38,212,16,457,587,72,925,4,7,11,249,22,393,38,42,147,12,768,745,614,882,3,458,219,4,3,379,155,98,49,67,270,250001.0
13066,39,33,763,107,873,174,79,33,374,566,156,291,30,25,65,368,102,251,69,93,293,56,1060,1473,196,981,45,93,344,31,40,172,257,268,103,59,132,115625.0
12833,51,15,591,43,501,99,23,9,56,236,168,80,67,20,81,97,30,35,13,29,204,63,541,452,49,281,69,15,67,8,31,26,105,85,113,12,22,99006.0
10964,2,24,82,5,48,17,29,0,60,55,22,78,1,3,8,30,3,33,6,9,50,6,112,115,43,128,1,33,29,0,2,32,34,21,14,6,12,180273.0
13326,32,32,847,44,425,117,13,24,58,227,112,63,40,20,48,101,36,49,32,15,161,36,438,500,56,486,59,27,74,6,18,30,131,69,137,10,9,77198.0
10576,3,118,274,18,285,46,171,37,299,325,61,384,3,5,24,128,9,143,23,51,86,9,270,312,276,350,6,145,87,5,6,155,55,25,37,23,80,218348.0
11545,19,327,618,41,477,123,358,28,1103,690,180,813,19,36,65,217,57,213,77,188,436,52,836,1170,373,437,8,293,155,9,27,452,215,89,165,82,210,164306.0
13408,32,1,369,19,424,106,2,21,10,131,106,18,53,12,40,48,28,4,6,15,78,21,109,194,9,116,45,1,22,10,20,5,48,50,86,1,3,62308.0
11228,4,94,756,65,553,184,107,9,701,589,144,690,5,18,51,335,84,131,103,153,954,41,1834,2125,279,443,1,139,349,36,48,836,563,178,82,186,300,83980.0
10583,6,391,1319,131,1002,156,623,40,1962,1465,268,2536,10,37,93,603,93,995,217,256,659,52,2935,2270,1408,1829,3,1139,823,21,33,1418,670,430,124,295,1156,243514.0
10536,8,110,512,41,655,101,213,6,381,627,183,542,13,19,59,271,38,259,40,63,188,27,919,920,401,828,9,191,204,24,15,271,205,106,117,45,217,228185.0
11946,72,141,2666,92,1836,346,73,50,464,1085,414,415,11,73,95,287,99,105,81,133,862,131,1437,1967,220,482,26,96,261,31,98,221,532,230,347,52,106,117342.0
10304,8,226,1516,132,919,371,158,10,1212,1058,327,990,13,39,107,467,141,156,179,234,1844,52,2509,3016,404,622,6,257,517,34,130,918,978,469,231,313,388,69479.0
11959,7,39,435,5,120,20,50,2,146,109,38,119,6,1,3,46,4,29,20,16,24,11,87,114,81,58,4,23,18,2,1,76,25,12,29,6,14,145341.0
11786,14,21,587,32,510,140,26,6,135,393,150,142,12,24,49,142,52,55,40,65,252,33,565,647,76,245,10,77,111,3,18,118,260,121,194,54,82,162143.0
13315,13,3,226,9,161,73,1,3,3,52,48,12,19,12,29,33,16,9,4,5,43,18,105,108,4,80,23,1,11,1,7,6,31,18,46,0,0,71250.0
10152,0,3,3,0,6,0,3,0,7,0,0,0,0,2,1,1,1,1,1,1,0,4,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,
14546,38,4,899,79,901,132,6,56,15,177,163,41,24,18,59,50,54,16,19,23,164,30,354,356,13,254,43,12,92,27,23,23,99,118,121,5,24,80850.0
13104,74,39,1038,106,1208,219,111,24,373,745,261,376,88,35,113,409,133,263,121,123,387,92,1231,1810,275,1180,73,143,421,54,62,225,332,317,225,74,164,118295.0
11580,14,178,1860,150,1421,486,94,73,1352,1180,361,1224,11,33,109,498,188,127,162,305,2661,77,4159,4388,465,828,14,294,624,115,138,1031,1390,434,251,486,770,132632.0
14174,52,16,741,135,1018,133,16,16,49,273,175,78,43,19,111,133,82,30,40,56,169,48,320,450,29,200,33,15,74,5,17,69,122,105,102,17,27,79844.0
14821,48,1,480,72,534,162,2,15,7,176,149,15,20,12,77,29,60,6,13,17,197,42,121,196,15,143,59,1,17,25,34,8,80,44,146,4,5,72875.0
14222,12,46,506,95,508,64,52,2,128,386,82,249,7,6,23,280,36,134,37,44,253,13,557,743,114,797,4,32,186,1,19,103,207,197,52,34,64,79343.0
11553,23,73,1256,59,820,416,25,36,631,780,237,630,3,14,25,207,137,56,93,140,2035,37,2930,3352,169,302,4,50,225,43,105,450,530,213,186,279,387,102066.0
10505,2,7,91,14,84,23,9,2,52,95,24,57,3,1,18,40,8,18,6,12,71,7,160,100,46,92,0,16,20,0,5,42,51,29,28,12,30,126548.0
11803,14,123,1784,154,1472,298,214,36,1137,1400,281,1175,7,31,104,538,165,412,171,261,1452,48,2970,2364,558,1058,8,663,817,138,64,1181,1455,378,430,256,869,179197.0
14626,60,46,2038,697,4575,534,33,22,276,1123,1098,321,65,67,263,314,280,124,140,332,1400,105,2347,2554,137,881,94,58,628,24,195,306,806,882,349,112,180,76513.0
13148,76,6,1291,119,1501,339,7,45,43,522,249,67,79,28,154,122,148,37,55,72,530,88,462,669,38,346,128,9,113,20,50,41,245,253,242,23,20,56365.0
14870,57,7,905,141,1088,314,10,27,67,420,286,116,27,32,100,109,181,52,44,68,557,63,526,840,69,479,92,29,70,11,70,78,266,175,192,10,34,82134.0
13665,23,0,190,9,100,39,0,7,1,44,28,1,34,6,21,19,10,1,2,5,30,9,69,60,1,21,29,1,8,1,7,0,14,17,39,0,0,74423.0
11023,4,112,245,38,192,42,151,16,445,402,64,407,0,5,6,111,56,137,13,94,360,19,588,526,268,189,0,335,149,6,20,389,152,53,25,90,184,146563.0
11362,3,66,399,58,410,87,101,6,671,395,90,670,6,13,52,222,44,116,33,79,657,29,1558,1646,255,656,2,220,232,4,15,666,526,161,61,94,319,113688.0
14057,87,10,1674,101,1575,230,13,57,42,458,311,69,124,44,162,149,71,27,59,70,188,96,371,474,31,385,68,7,68,32,19,28,157,163,269,7,20,86176.0
13156,44,4,242,22,401,81,2,9,7,129,69,14,48,9,41,10,28,9,11,10,78,33,87,143,6,91,51,1,18,4,5,5,29,34,71,5,6,59521.0
10007,1,92,595,2,480,34,115,16,151,93,20,196,0,1,3,38,50,80,8,15,90,7,56,467,98,30,1,55,15,12,7,52,16,25,21,5,19,250001.0
11557,0,113,339,24,270,67,96,10,504,336,91,398,3,14,41,102,40,98,42,87,372,58,527,496,231,185,3,136,193,3,15,328,253,78,66,88,118,162266.0
11725,28,87,1610,166,1838,478,110,37,771,1652,429,771,22,54,128,634,181,209,204,302,1659,80,3012,2155,375,1050,14,312,765,39,87,692,1160,615,544,287,550,168786.0
14485,28,4,531,57,706,109,4,19,12,157,141,39,38,8,47,57,45,15,15,20,137,46,292,348,22,214,54,7,51,16,9,21,92,80,86,6,14,71324.0
14586,31,14,922,161,1245,182,14,6,113,372,282,185,30,22,90,173,106,50,26,82,566,60,1286,1547,79,497,38,57,285,15,46,190,357,330,134,69,79,115625.0
10950,39,76,2601,191,2129,478,45,35,594,1212,417,700,50,75,183,411,244,162,181,183,1522,108,4360,4119,248,1475,89,205,612,111,167,385,1682,765,420,136,463,76375.0
12019,74,32,1450,176,1355,286,53,25,179,662,388,346,66,50,201,347,131,115,45,115,713,140,2423,1821,183,998,149,70,280,4,148,174,397,436,294,99,140,104405.0
10510,1,107,511,38,357,61,115,11,418,487,101,520,2,17,22,176,28,222,39,62,200,25,864,710,457,716,1,235,188,30,18,342,206,109,98,73,245,198713.0
12304,42,20,1386,168,1393,406,15,15,263,677,294,313,39,51,188,312,184,71,58,141,1287,67,2010,1737,118,494,54,28,202,14,170,212,635,727,224,201,171,63349.0
13084,37,2,604,36,680,128,12,28,22,248,115,25,90,17,94,91,47,36,32,24,124,45,262,431,25,346,61,7,74,12,40,18,88,104,144,5,10,84900.0
14729,22,0,181,10,195,55,1,7,0,51,39,9,19,11,13,16,11,2,4,3,19,5,40,60,2,34,23,1,5,5,2,1,15,12,55,2,1,68750.0
12815,28,2,203,9,145,35,3,2,6,73,44,10,35,6,16,18,25,6,1,6,31,30,94,104,8,63,18,1,6,4,1,7,31,25,45,2,3,65962.0
11364,0,71,706,90,575,153,130,5,1066,632,101,810,0,37,47,399,97,187,60,142,1264,37,2844,3480,302,1010,3,365,496,53,51,1260,893,330,95,194,629,100577.0
11717,107,76,3335,91,2594,1188,35,104,791,1864,600,762,8,67,118,432,229,89,154,275,4374,85,9282,8967,227,702,37,90,570,94,285,551,1631,615,483,387,1115,111425.0
14619,21,20,653,198,1240,235,9,7,134,370,239,122,1,13,39,107,125,51,92,147,662,18,679,687,69,249,12,16,160,9,121,146,333,263,65,89,99,63993.0
14561,37,0,428,44,609,105,2,30,6,109,140,15,30,7,62,32,41,23,11,15,84,44,162,214,4,61,57,3,37,13,7,7,69,57,88,2,6,86875.0
14747,32,0,313,16,344,115,0,4,1,124,55,4,28,13,66,14,32,2,9,4,71,11,126,147,3,100,31,0,5,2,11,2,41,46,95,1,3,56875.0
11793,33,81,2222,284,2121,650,68,33,635,2257,571,598,26,67,225,578,305,223,265,350,1813,155,2971,2390,310,1265,16,161,895,37,114,543,1476,616,631,247,642,164773.0
12734,6,2,156,7,143,42,0,6,14,74,31,5,6,8,9,23,34,3,4,5,52,6,79,118,3,46,20,0,12,8,10,5,32,19,71,1,8,51766.0
12160,11,0,139,13,162,35,0,4,2,41,45,11,13,0,24,20,9,4,1,9,38,9,80,68,5,64,21,1,10,1,7,5,26,29,40,2,2,70595.0
11201,1,234,657,30,261,73,231,2,567,407,248,854,3,12,20,515,47,568,43,55,367,20,1055,1206,692,874,0,341,365,18,38,312,306,197,36,53,195,163310.0
14823,34,0,621,73,512,193,0,15,13,254,137,6,28,8,56,30,77,6,12,21,206,17,121,161,10,124,65,0,17,18,29,5,79,64,92,3,4,62000.0
12572,23,40,835,48,590,164,54,49,179,399,197,239,57,14,54,329,51,160,25,34,283,27,733,869,127,1295,49,90,138,10,7,94,233,148,190,12,71,96163.0
10541,32,82,2110,112,1785,481,106,71,685,1574,580,764,98,124,316,689,137,143,132,246,1124,203,3131,2443,539,2029,70,142,429,45,79,376,973,331,553,131,463,130517.0
10520,16,55,627,45,432,173,64,25,230,574,105,396,4,36,58,283,73,163,38,56,413,33,1443,1234,291,1279,8,140,245,17,36,213,392,165,147,55,154,135990.0
11030,2,407,892,61,515,87,510,20,1670,1063,219,1349,5,20,40,220,37,347,72,223,262,67,819,800,732,430,2,547,175,3,11,670,176,63,98,98,332,232821.0
14865,27,5,330,26,290,109,4,8,11,136,86,21,7,13,35,25,26,15,15,12,156,27,126,203,4,135,28,2,14,2,19,7,57,39,87,5,7,47500.0
11953,36,22,1061,73,1031,323,21,13,197,647,216,187,16,35,110,185,91,59,59,102,902,44,1159,1365,68,373,18,58,225,10,71,158,816,295,217,108,98,89802.0
10025,4,128,453,48,283,126,113,4,574,411,49,748,0,11,28,413,81,505,36,62,538,37,1544,1590,484,1163,0,151,323,4,47,393,393,212,19,85,231,106916.0
11375,3,129,733,96,607,173,148,4,1087,760,95,1169,1,22,57,618,132,360,101,147,1549,66,3316,3220,536,1323,0,360,801,42,93,1340,953,402,98,259,650,103995.0
11749,5,7,494,14,251,68,12,47,111,142,72,77,2,9,27,62,22,10,19,34,262,7,361,388,42,79,4,31,78,135,10,73,157,57,81,31,63,109964.0
13138,3,1,38,3,53,6,0,6,3,15,11,3,2,2,7,7,0,1,3,1,1,4,16,28,3,32,2,0,4,2,1,1,7,8,6,0,1,
13116,19,1,243,35,425,102,5,8,33,198,80,19,32,13,43,56,46,5,9,13,149,23,221,359,23,133,29,2,67,2,11,9,107,136,65,10,17,82232.0
10989,16,34,635,58,370,117,31,12,240,429,78,271,5,24,72,184,51,92,44,63,445,27,1119,993,144,680,9,56,235,6,19,181,339,202,87,37,146,127825.0
12514,17,22,297,14,287,64,26,10,68,164,70,83,29,13,41,77,27,40,10,15,82,28,324,309,36,263,16,18,42,3,5,22,80,41,84,7,28,120800.0
10954,17,69,1662,149,955,287,70,22,797,994,241,669,7,35,107,344,137,127,111,158,1185,57,3071,2971,316,1113,10,159,503,29,70,470,910,412,273,142,455,115042.0
13057,80,14,1919,175,2447,388,18,86,172,750,447,152,100,44,163,301,185,125,74,79,581,92,878,1430,114,719,96,23,330,1333,117,73,420,523,515,31,68,72302.0
13337,6,1,122,6,63,16,1,14,6,44,20,16,5,4,8,11,2,6,5,2,23,2,73,91,10,76,7,2,14,2,3,3,17,10,14,0,1,105950.0
12409,4,11,65,4,51,24,9,1,18,50,30,28,2,2,6,47,9,36,3,1,36,5,70,133,29,201,9,25,13,0,2,13,25,11,19,3,1,107723.0
12072,46,2,505,16,543,111,0,40,15,148,148,17,30,9,94,33,31,16,10,15,150,28,200,197,7,93,33,3,28,48,16,9,46,55,104,3,4,75380.0
14040,25,1,308,37,460,122,1,21,5,133,129,15,37,12,67,33,40,4,5,20,53,58,72,181,5,55,38,2,24,6,5,2,35,69,93,4,4,79219.0
14608,10,19,525,82,728,181,10,18,77,205,143,101,1,6,10,86,77,37,34,71,374,14,507,563,41,168,1,9,139,10,82,65,160,159,51,53,54,34720.0
11767,24,32,908,88,1052,247,53,13,317,892,238,409,16,21,103,310,92,108,103,139,847,46,1315,1082,177,490,12,140,320,7,51,307,615,402,277,165,233,136375.0
13740,4,4,75,5,76,15,10,5,2,19,19,5,11,4,12,12,2,12,2,2,17,6,41,55,16,91,15,4,3,4,1,6,9,1,17,0,2,68333.0
14217,45,25,1545,304,3058,337,20,17,108,973,362,178,29,30,136,414,153,71,102,154,692,73,1178,1696,87,971,20,24,394,23,78,130,761,639,202,56,78,67568.0
11962,2,73,67,4,65,17,50,2,106,120,15,85,7,1,5,15,3,17,5,11,10,2,34,70,63,34,0,15,6,0,3,16,6,4,10,0,3,86375.0
10301,4,136,1309,98,891,365,104,3,806,939,298,654,1,26,119,505,125,172,164,194,1552,37,2170,2246,285,730,2,182,475,6,102,557,951,469,183,205,252,84855.0
11372,0,49,922,40,513,202,27,4,405,411,129,328,0,22,33,315,94,85,65,105,1280,70,2478,2516,164,593,3,208,434,16,112,290,526,227,60,104,361,73089.0
11230,2,153,1220,83,595,250,91,34,656,642,152,708,8,30,34,320,210,426,146,193,1607,42,3172,4819,310,464,4,412,565,199,79,984,1048,502,144,352,441,65051.0
10023,2,270,334,34,209,64,315,1,797,402,59,1006,4,10,13,297,53,455,54,81,257,18,762,813,634,651,2,250,239,12,13,488,218,126,50,63,172,151468.0
11753,1,136,378,42,256,68,342,10,947,629,69,876,2,5,20,159,62,164,61,120,339,16,874,1003,367,263,0,536,180,32,14,642,267,69,87,109,381,172983.0
12992,122,5,805,53,666,178,2,54,4,209,295,19,46,21,109,38,38,20,14,22,195,82,358,415,10,188,102,2,24,12,70,9,236,137,183,3,10,82175.0
11105,1,77,2512,61,1220,322,56,179,557,818,393,422,5,27,60,401,231,107,62,137,830,80,1691,1732,229,577,1,92,352,1392,76,211,469,229,354,71,183,97233.0
11560,5,175,452,29,411,111,139,18,447,493,151,372,9,24,31,122,24,152,34,82,247,26,441,389,225,299,5,91,84,8,10,166,94,52,105,36,80,162143.0
14618,29,79,1036,204,1204,139,113,2,275,513,252,450,24,25,51,487,112,292,62,154,723,64,2200,2529,351,1475,24,150,472,12,57,375,382,414,117,79,201,118152.0
10003,0,173,497,21,299,107,149,18,373,245,71,461,3,6,10,169,34,219,23,53,126,15,469,530,353,365,2,125,100,28,8,185,92,60,20,25,93,152863.0
11963,25,272,906,44,813,104,202,22,428,680,151,421,6,25,52,206,41,121,37,90,188,51,492,831,307,331,17,113,106,21,21,203,157,84,119,23,34,111129.0
10927,3,22,615,28,264,109,25,12,157,290,80,194,3,9,13,88,34,33,28,48,385,24,1799,1475,71,282,4,23,127,65,27,119,288,126,65,47,201,77254.0
10973,12,1,263,25,247,57,4,21,33,100,76,45,8,15,24,45,13,14,15,18,88,14,212,290,13,125,24,9,41,26,17,27,119,50,59,14,47,129798.0
12601,42,51,2309,215,2170,727,54,67,551,1233,554,782,30,59,163,472,252,188,117,236,2077,98,4193,2760,229,1562,62,71,658,47,129,281,1131,728,496,145,627,59652.0
10924,28,44,1579,81,1217,371,57,158,304,648,264,294,43,52,141,263,125,109,140,86,549,43,1275,1316,128,641,72,96,211,69,98,229,791,272,314,52,197,112040.0
11777,23,61,769,35,485,108,101,11,337,538,131,346,12,22,51,186,57,114,82,71,371,34,758,859,194,447,7,131,185,4,16,229,297,142,131,63,124,136484.0
11216,1,74,438,38,281,115,31,2,287,297,79,306,2,29,19,251,64,145,33,72,593,21,923,960,176,469,1,84,191,1,44,187,276,155,21,113,134,92684.0
12414,71,15,1209,62,1207,315,20,83,107,414,275,141,56,43,185,232,92,62,77,85,370,67,600,741,54,957,83,29,96,32,31,54,242,207,189,22,55,62665.0
14613,15,11,517,127,995,223,3,1,82,246,211,94,5,11,29,94,88,24,41,74,462,26,644,665,37,156,6,7,107,6,99,81,209,177,74,64,90,32360.0
11576,3,275,324,36,320,54,361,21,1414,611,105,1105,1,12,30,132,26,227,55,163,254,34,595,626,510,364,3,489,150,26,14,664,183,56,65,132,380,224698.0
13501,88,56,1938,197,1568,512,37,87,343,961,463,436,57,66,124,717,211,196,159,179,1342,78,3013,2978,210,993,91,40,362,40,276,229,932,518,252,137,247,50626.0
11509,0,24,112,10,107,18,39,3,183,142,29,132,1,1,14,32,10,28,16,45,73,23,129,109,59,62,2,41,45,0,6,107,67,24,15,20,33,155925.0
12561,58,30,1089,72,877,235,62,39,162,432,196,317,22,50,106,381,76,170,36,53,616,50,1640,1841,134,1352,88,114,274,22,23,105,466,286,198,29,158,85539.0
13476,29,0,401,49,477,100,3,11,13,142,164,21,60,24,54,62,43,6,18,27,128,36,178,315,15,120,48,3,36,7,44,11,87,60,106,10,7,68093.0
14624,114,30,3513,794,6359,776,33,116,293,1302,1188,372,82,106,365,454,483,125,153,349,1644,181,3045,3293,195,1331,145,65,712,197,205,324,1071,1107,634,129,222,85773.0
14712,45,9,481,31,391,94,18,9,20,148,72,49,38,24,39,37,48,18,33,24,94,64,208,247,25,196,47,5,30,8,7,28,96,73,91,3,10,74464.0
10543,15,118,1229,72,959,168,142,32,550,879,273,825,18,16,103,413,83,247,62,88,564,48,1907,1991,378,1034,6,196,426,22,87,465,509,260,175,85,435,128047.0
11976,8,167,402,10,384,35,135,20,240,306,69,211,2,6,9,52,11,22,11,39,52,23,124,220,114,61,4,62,33,3,2,100,32,6,29,4,9,185000.0
14516,44,1,316,52,518,96,2,9,13,139,89,9,34,12,72,29,41,9,10,17,83,38,106,141,2,82,35,2,20,6,7,5,38,22,66,2,1,65536.0
14105,59,1,650,94,1075,179,2,27,14,163,205,12,45,22,128,53,63,6,21,24,128,26,174,223,4,94,60,2,41,9,15,8,68,82,110,3,3,82622.0
10983,12,15,325,28,241,65,19,6,154,230,66,146,3,17,43,118,27,59,46,35,296,27,682,651,109,463,7,49,161,2,13,163,189,100,76,42,101,172500.0
12495,2,2,21,0,16,4,3,2,5,21,15,8,5,1,1,24,3,14,1,2,15,2,27,28,5,44,0,5,5,0,0,2,6,3,2,0,1,58571.0
14615,26,15,957,249,2282,301,15,16,118,504,390,126,22,26,103,154,131,31,46,107,797,45,1027,1034,73,297,26,11,228,10,135,137,352,420,170,80,114,50492.0
10987,9,59,331,22,190,69,53,20,181,193,53,190,10,10,37,118,18,65,19,27,142,20,414,514,120,290,16,54,92,13,18,113,165,72,72,22,60,162292.0
12170,38,8,615,56,608,134,14,19,34,246,157,55,45,20,136,80,39,24,20,29,220,48,409,607,30,202,71,11,57,4,65,29,118,138,154,13,17,97975.0
11692,2,31,310,39,282,122,21,9,204,307,60,219,1,14,13,97,59,30,25,42,824,17,758,780,75,141,0,34,120,3,38,189,252,118,34,83,118,57687.0
10567,22,70,1135,76,1230,336,97,61,475,1106,242,569,28,67,178,458,117,183,84,121,961,91,2476,2031,493,1741,21,190,324,35,71,352,854,214,282,102,368,152278.0
12404,33,20,429,28,289,107,14,23,54,161,119,88,15,16,51,112,34,54,5,13,164,26,272,438,57,327,30,26,54,41,9,27,110,66,133,10,17,71851.0
11357,5,189,1358,149,1222,355,202,26,1424,1462,306,1101,15,34,132,602,147,198,142,328,1649,115,2683,2951,596,1096,14,308,591,28,100,1073,980,360,248,207,597,95987.0
11952,44,43,841,28,689,169,50,25,157,350,167,135,7,32,54,125,48,67,46,69,162,34,437,534,73,179,10,38,83,2,16,70,123,62,153,14,29,107077.0
11548,2,12,106,6,74,16,21,3,100,95,20,53,1,0,4,23,15,22,12,31,79,5,116,150,31,41,1,44,12,6,6,56,28,11,28,7,21,102188.0
10128,0,278,430,53,221,54,288,4,1001,489,68,1001,1,9,32,291,62,423,51,104,234,21,779,794,595,558,2,199,224,1,20,396,241,130,30,64,213,137253.0
10560,6,49,359,22,334,42,85,25,191,254,68,243,10,9,35,120,24,76,13,33,107,21,442,358,153,371,20,47,87,22,11,83,96,64,100,19,79,171111.0
12792,3,1,69,5,32,19,3,1,5,36,8,10,4,0,5,6,1,3,2,1,16,4,37,39,5,23,4,0,5,0,3,4,20,7,19,0,4,95250.0
11101,3,118,5526,37,1869,246,158,296,802,482,275,613,0,23,33,288,179,194,85,161,1191,44,1259,5592,305,472,3,261,266,288,125,315,459,640,369,70,202,109625.0
11565,4,45,519,69,428,99,31,4,271,397,173,237,7,15,47,185,45,91,59,84,427,26,784,716,151,332,2,48,220,6,13,187,367,127,65,62,131,153582.0
10803,6,108,743,39,433,73,99,29,426,489,104,547,3,14,39,283,55,260,40,83,242,48,1028,846,391,564,4,153,226,15,19,281,251,150,99,71,267,213674.0
10538,3,182,553,66,430,63,243,3,476,704,129,881,5,6,31,352,48,489,53,74,260,19,1218,1044,677,903,0,347,326,5,21,529,259,171,42,73,554,222589.0
12151,5,3,102,7,97,20,6,3,19,45,23,16,4,2,13,17,11,11,2,5,40,4,144,113,14,69,6,1,17,0,6,13,24,15,21,4,12,90833.0
10986,0,14,210,16,136,52,10,2,48,119,32,72,3,6,33,41,16,15,12,13,79,10,187,189,31,101,5,18,19,1,4,24,65,38,26,11,28,155417.0
11211,3,83,679,48,410,110,61,30,272,405,110,375,3,19,64,301,79,181,35,70,486,18,1505,1317,246,486,1,282,300,50,44,172,325,204,65,54,185,94824.0
10570,8,65,709,62,509,102,84,10,342,535,128,530,8,16,40,264,42,232,60,78,260,19,1203,1003,404,1037,8,154,254,18,22,279,300,138,74,61,222,179056.0
10533,2,59,328,36,162,26,84,2,226,245,45,328,1,3,16,163,26,215,27,29,113,4,820,489,250,568,0,182,165,3,5,170,138,124,29,47,147,196111.0
10280,0,33,28,2,26,5,33,1,84,62,6,103,0,0,5,41,5,41,0,6,22,2,65,81,64,47,0,24,26,0,1,35,19,7,3,7,21,206150.0
14102,14,2,192,15,226,41,3,3,4,72,64,3,16,5,17,24,10,4,9,13,43,15,49,71,2,51,17,3,23,2,1,9,38,20,36,6,7,118258.0
11501,10,64,1362,133,1005,274,79,69,556,924,322,514,8,20,91,392,151,126,100,144,1193,47,1995,1981,259,625,3,168,443,32,64,374,766,252,244,123,304,130208.0
11709,15,53,443,54,494,116,61,19,223,553,178,241,17,32,45,165,39,112,40,76,325,46,561,445,131,428,3,55,124,7,11,158,191,79,116,30,79,136346.0
12210,6,18,303,35,294,98,9,9,116,187,59,120,2,4,15,154,45,35,18,47,314,1,623,485,43,273,4,13,121,5,33,58,222,217,19,52,55,46244.0
11724,1,116,248,10,159,27,83,5,231,266,61,227,1,4,6,66,5,104,20,43,67,15,142,169,154,101,3,88,52,4,5,70,31,20,46,20,48,250001.0
11730,45,54,1295,72,1203,295,43,25,278,1070,248,305,38,39,110,285,112,89,142,171,660,81,1125,1212,132,458,8,70,311,16,38,188,688,343,331,81,229,137649.0
13219,48,7,1014,162,1571,339,13,30,93,873,236,119,45,31,110,314,165,123,108,86,643,73,1278,1346,94,1077,44,21,352,13,88,93,393,377,264,48,106,82083.0
11792,41,37,902,57,812,192,26,6,166,632,203,197,17,33,109,175,59,93,81,97,338,44,863,895,114,348,15,103,158,6,26,135,329,164,230,57,84,147563.0
10036,0,70,640,18,168,46,90,56,305,141,42,224,1,6,19,96,40,76,20,82,200,10,269,610,106,147,1,69,79,599,14,84,74,53,84,18,51,102287.0
11229,7,138,1259,118,913,356,123,11,814,1070,206,941,3,68,88,333,234,426,153,209,2065,98,3348,4476,385,623,5,426,680,156,99,1400,1179,421,173,390,596,72799.0
12885,66,4,764,33,495,187,6,12,20,282,138,24,73,25,126,68,47,9,14,37,156,53,324,322,14,213,61,4,40,23,26,11,171,92,202,0,10,56027.0
11795,46,107,1969,158,2182,544,76,26,454,1895,439,584,45,67,202,513,217,145,213,269,1169,250,2158,1852,274,677,11,127,529,13,55,339,1371,483,594,163,416,161533.0
13224,4,16,412,76,524,123,28,2,142,292,85,110,4,14,9,160,69,89,58,72,273,15,519,800,82,474,17,22,186,6,72,77,220,185,36,33,69,78030.0
11697,6,11,318,38,296,51,7,0,65,333,73,53,0,4,11,68,22,35,24,35,203,7,426,333,34,162,1,6,55,1,11,67,160,49,39,24,32,134563.0
14620,18,16,1055,148,1398,260,29,13,103,404,186,176,7,17,52,343,164,98,32,62,752,28,1601,1903,96,1273,16,52,442,7,77,127,400,343,97,42,85,58745.0
13815,103,10,1646,148,1783,399,8,99,32,638,410,73,47,61,206,160,160,54,32,65,462,88,528,730,43,833,166,10,92,28,76,40,311,219,324,18,21,61750.0
11776,56,48,1903,118,1814,586,36,13,450,1412,350,439,15,62,186,354,183,130,139,200,1537,88,2411,2247,183,725,25,106,511,20,106,302,1223,489,527,202,303,120135.0
11566,20,203,1903,238,1782,542,236,42,1045,2060,548,1333,26,53,181,620,232,378,260,412,1790,332,2851,2521,606,1191,9,360,914,23,96,930,1395,525,438,396,855,172868.0
11788,23,73,1558,107,1328,331,68,74,506,941,344,462,24,12,109,307,99,116,124,213,978,77,1652,1432,230,596,8,146,379,164,56,385,690,413,430,170,339,139903.0
12701,36,19,900,78,1021,321,15,62,181,455,167,170,37,35,54,127,158,44,57,73,534,63,728,951,83,349,63,18,123,57,100,103,450,207,294,54,104,52244.0
11977,8,31,380,18,272,47,38,11,141,225,58,150,6,17,15,78,23,43,31,43,93,25,210,267,81,71,8,21,36,12,7,99,67,32,52,6,25,139375.0
11224,2,99,583,33,468,214,47,11,477,404,76,499,1,23,32,186,93,82,80,93,1373,26,1342,1667,148,231,2,97,331,34,47,791,501,198,83,209,246,40467.0
11797,2,159,464,41,235,87,207,28,721,476,66,706,8,8,21,162,39,153,52,99,310,16,479,417,327,200,1,316,186,3,5,373,220,66,72,77,207,193866.0
13650,31,1,212,13,195,37,3,15,6,78,50,6,34,8,19,25,8,9,7,9,43,17,81,135,2,69,47,0,7,11,17,7,21,33,56,0,4,83594.0
10605,5,73,782,84,560,117,127,4,566,808,180,740,6,17,67,331,74,275,124,107,518,31,1904,1459,405,1074,3,196,406,9,35,613,495,215,103,152,461,140262.0
14612,84,42,2467,672,5649,613,39,65,267,1400,1124,391,94,85,335,360,361,126,135,346,1631,210,2745,2703,178,1035,108,72,633,19,204,329,874,945,466,144,192,75648.0
11965,7,32,144,9,89,36,19,2,61,78,33,38,2,2,6,32,16,23,10,12,29,5,82,94,27,71,1,10,16,5,1,23,19,14,31,1,9,82154.0
